,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,mood
1668,Old Insecurities,Old Insecurities,Winona Oak,2021-04-23,201746,48,0.384,0.725,0.384,0.513,2.92e-05,0.131,-8.664,0.0567,104.878,4,1
1669,deja vu,SOUR,Olivia Rodrigo,2021-05-21,215506,89,0.442,0.584,0.442,0.612,5.7e-06,0.37,-7.222,0.112,180.917,4,1
1670,Bras and Jeans,Bras and Jeans,Alex McArtor,2021-05-12,261277,7,0.509,0.00121,0.509,0.797,4.01e-06,0.31,-5.199,0.0378,140.025,4,1
1671,Baby You're Worth It,Baby You're Worth It,Kina,2018-06-13,130925,69,0.695,0.685,0.695,0.253,0.14,0.105,-15.884,0.0461,120.033,4,1
1672,It's Ok - Slowed,It's Ok (Slowed),Edith Whiskers,2021-05-12,214371,60,0.58,0.978,0.58,0.183,0.0119,0.111,-13.6,0.0321,131.762,4,1
1673,Arcade - Sam Feldt Remix,Arcade (Sam Feldt Remix),Duncan Laurence,2021-04-23,153488,59,0.48,0.174,0.48,0.714,0.0059,0.0725,-7.708,0.0419,172.058,4,1
1674,Bedroom (feat. Anne-Marie),Like You Do,JJ Lin,2021-04-22,203990,55,0.369,0.64,0.369,0.424,0.0,0.184,-5.431,0.0318,179.597,4,1
1675,Golden Sunset,Golden Sunset,Lavern,2021-10-13,141579,48,0.703,0.732,0.703,0.489,7.57e-05,0.0797,-10.413,0.203,111.995,4,1
1676,Situation,Situation,Ruth B.,2021-04-16,210720,42,0.686,0.748,0.686,0.589,0.0205,0.0965,-8.009,0.134,159.991,4,1
1677,when was it over? (feat. Sam Hunt),when was it over? (feat. Sam Hunt),Sasha Alex Sloan,2021-04-23,218093,72,0.626,0.816,0.626,0.453,1.91e-06,0.0904,-9.295,0.0306,129.958,4,1
1678,Ghost,Ghost,Zoe Wees,2021-04-19,171575,62,0.467,0.502,0.467,0.543,0.0,0.147,-6.022,0.0383,79.843,4,1
1679,Soul Mate,Soul Mate,flora cash,2021-04-23,237780,38,0.429,0.768,0.429,0.371,0.00181,0.119,-11.803,0.0351,129.842,4,1
1680,Rewind,Rewind,KRAK'N,2021-10-01,183148,43,0.54,0.00492,0.54,0.465,4.25e-06,0.105,-6.572,0.0297,105.046,4,1
1681,Forever Never (feat. Swae Lee & Pink Sweat$),Forever Never (feat. Swae Lee & Pink Sweat$),PnB Rock,2021-05-27,180958,63,0.638,0.0255,0.638,0.736,0.0,0.142,-4.444,0.0335,96.989,4,1
1682,Here's Your Perfect,Here's Your Perfect,Jamie Miller,2021-04-30,158594,84,0.558,0.499,0.558,0.454,0.0,0.146,-5.335,0.0551,113.12,4,1
1683,Glad You Exist - Acoustic,Glad You Exist (Acoustic),Dan + Shay,2021-04-15,161786,56,0.538,0.797,0.538,0.386,0.0,0.119,-6.963,0.0309,184.022,4,1
1684,Seasons,Seasons,Rhys Lewis,2021-04-16,199866,51,0.391,0.798,0.391,0.223,7.82e-06,0.219,-15.361,0.0346,100.033,4,1
1685,the sad stoned kid at the skatepark,the sad stoned kid at the skatepark,Lewis Kelly,2021-10-15,165022,44,0.527,0.904,0.527,0.239,0.00021,0.0884,-13.502,0.0446,144.047,4,1
1686,Beautiful Mistakes - Acoustic,Beautiful Mistakes (Acoustic),Jonah Baker,2021-04-23,183402,48,0.647,0.859,0.647,0.215,0.0,0.288,-12.87,0.0387,88.218,4,1
1687,Bed on Fire,Bed on Fire,Teddy Swims,2021-04-23,228507,63,0.579,0.244,0.579,0.55,2.39e-05,0.127,-7.251,0.0968,160.04,4,1
1688,Tears on the Melody,Tears on the Melody,Adam Jensen,2021-04-23,179331,41,0.417,0.356,0.417,0.511,0.00104,0.126,-8.464,0.0335,174.899,3,1
1689,Bad Place,Bad Place,The Hunna,2021-04-23,139729,31,0.646,0.217,0.646,0.566,0.0,0.0863,-3.974,0.0311,132.907,4,1
1690,Make You Mine (Acoustic),Make You Mine (Acoustic),Veronica Bravo,2021-10-29,150656,30,0.705,0.652,0.705,0.379,0.0,0.0844,-11.425,0.0591,137.094,4,1
1691,Salt - EMBRZ Remix,Salt (EMBRZ Remix),Haux,2021-04-23,210000,43,0.431,0.493,0.431,0.501,0.741,0.105,-16.615,0.166,122.015,4,1
1692,It's You,YOU,Ali Gatie,2019-11-08,212606,81,0.732,0.374,0.732,0.463,0.0,0.194,-6.972,0.0287,95.971,4,1
1693,Summer Love - Live From Spotify Studios NYC,Singles (Live From Spotify Studios NYC),Chelsea Cutler,2019-03-13,214381,54,0.665,0.198,0.665,0.302,1.17e-05,0.101,-11.633,0.0409,81.972,4,1
1694,Good Without,Good Without,Mimi Webb,2021-03-26,182121,77,0.616,0.0723,0.616,0.576,0.0,0.375,-5.495,0.0532,89.962,4,1
1695,Daydream,Daydream,Kaylin Vela,2021-09-27,199658,41,0.714,0.138,0.714,0.723,0.0,0.0628,-6.281,0.0366,120.025,4,1
1696,Deep End,Deep End,Fousheé,2020-07-31,141223,73,0.711,0.758,0.711,0.592,0.0,0.156,-7.136,0.23,124.749,4,1
1697,Love Is Weird,Love Is Weird,Julia Michaels,2021-04-15,150393,54,0.536,0.619,0.536,0.404,0.0,0.127,-9.315,0.0367,112.807,4,1
1698,Lose You To Love Me,Rare,Selena Gomez,2020-01-10,206458,82,0.488,0.556,0.488,0.343,0.0,0.21,-8.985,0.0436,102.819,4,1
1699,Lost Without You,Lost Without You,Freya Ridings,2017-11-03,225076,36,0.419,0.927,0.419,0.143,0.0,0.0706,-8.998,0.041,61.32,3,1
1700,Show Off,Show Off,QUEEVA,2021-02-26,153546,29,0.624,0.21,0.624,0.753,6.69e-06,0.214,-4.247,0.0329,86.991,4,1
1701,Unstable (feat. The Kid LAROI),Justice,Justin Bieber,2021-03-19,158324,73,0.495,0.737,0.495,0.333,0.0,0.112,-10.109,0.0288,99.757,4,1
1702,Chosen Family (with Elton John),Chosen Family (with Elton John),Rina Sawayama,2021-04-15,279679,50,0.5,0.489,0.5,0.587,0.0,0.0827,-6.979,0.0408,72.98,4,1
1703,Teenage Mind,Teenage Mind,Tate McRae,2018-08-17,155205,67,0.671,0.75,0.671,0.337,1.38e-06,0.11,-9.762,0.0605,119.716,4,1
1704,Let Me Down Slowly,Narrated For You,Alec Benjamin,2018-11-16,169353,83,0.652,0.74,0.652,0.557,0.0,0.124,-5.714,0.0318,150.073,4,1
1705,1998,1998,Mirei,2021-10-08,165412,40,0.784,0.648,0.784,0.708,0.00372,0.0881,-8.491,0.219,125.054,4,1
1706,death bed (coffee for your head),death bed (coffee for your head),Powfu,2020-02-08,173333,85,0.726,0.731,0.726,0.431,0.0,0.696,-8.765,0.135,144.026,4,1
1707,Happiest Year,Happiest Year,Jaymes Young,2019-07-12,228442,79,0.501,0.885,0.501,0.167,0.0,0.111,-14.061,0.0484,112.275,3,1
1708,Anywhere Away From Here (Rag’n’Bone Man & P!nk),Anywhere Away From Here (Rag’n’Bone Man & P!nk),Rag'n'Bone Man,2021-04-09,238639,23,0.395,0.656,0.395,0.288,0.0,0.116,-10.465,0.0345,130.571,4,1
1709,Loved You Once,Loved You Once,Clara Mae,2019-06-21,148603,57,0.444,0.655,0.444,0.436,0.0,0.157,-5.988,0.042,77.724,3,1
1710,TOO NICE,TOO NICE,Calla,2021-10-08,159019,31,0.662,0.491,0.662,0.455,0.000309,0.111,-12.183,0.0614,73.99,4,1
1711,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2019-11-22,215106,84,0.459,0.604,0.459,0.575,0.0,0.0885,-4.858,0.0573,111.881,4,1
1712,Runaway - Piano Version,Runaway (Piano Version),AURORA,2021-03-11,288786,51,0.271,0.806,0.271,0.128,0.00041,0.0877,-13.938,0.0355,59.14,4,1
1713,Shallow,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,215733,84,0.572,0.371,0.572,0.385,0.0,0.231,-6.362,0.0308,95.799,4,1
1714,drivers license,drivers license,Olivia Rodrigo,2021-01-08,242013,43,0.585,0.721,0.585,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,4,1
1715,See U Again,See U Again,Altero,2021-10-15,176776,50,0.723,0.323,0.723,0.444,0.0,0.345,-9.093,0.154,120.047,4,1
1716,Older,Older,Sasha Alex Sloan,2018-11-09,191001,70,0.681,0.743,0.681,0.292,0.0,0.0974,-9.599,0.0483,64.002,4,1
1717,It's You,It's You,Ali Gatie,2019-06-14,212606,3,0.732,0.374,0.732,0.463,0.0,0.194,-6.972,0.0287,95.971,4,1
1718,Daddy Issues,Wiped Out!,The Neighbourhood,2015-10-30,260173,86,0.588,0.0678,0.588,0.521,0.149,0.123,-9.461,0.0329,85.012,4,1
1719,Hold On,Glory Pop 2,Extreme Music,2015-06-19,255498,61,0.526,0.0214,0.526,0.689,0.0,0.106,-7.733,0.0324,72.93,4,1
1720,L.A.,ARC 003,Verskotzi,2021-11-05,100180,16,0.635,0.705,0.635,0.223,0.788,0.107,-14.743,0.0462,137.938,4,1
1721,I Hope,Goldmine,Gabby Barrett,2020-06-19,210772,76,0.466,0.0951,0.466,0.536,0.0,0.114,-6.227,0.0429,75.998,4,1
1722,July,July,Noah Cyrus,2019-07-31,156106,2,0.708,0.868,0.708,0.186,0.0,0.0779,-8.953,0.0422,72.541,4,1
1723,Little Do You Know,It's About Us,Alex & Sierra,2014-10-06,185200,76,0.5,0.746,0.5,0.292,0.0,0.188,-8.554,0.0323,145.879,4,1
1724,Moral of the Story,Moral of the Story,Ashe,2019-02-14,201083,76,0.572,0.587,0.572,0.406,4.48e-06,0.102,-8.624,0.0427,119.812,4,1
1725,For You,ARC 003,Verskotzi,2021-11-05,224466,18,0.569,0.304,0.569,0.572,0.00104,0.116,-8.477,0.113,156.033,4,1
1726,Amnesia,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,237247,67,0.572,0.0283,0.572,0.499,0.0,0.213,-5.237,0.0311,101.593,4,1
1727,Build You Up,Build You Up,Kim Taylor,2008-10-10,204880,37,0.502,0.914,0.502,0.176,0.0702,0.0962,-11.648,0.0306,61.143,4,1
1728,All I Want,High School Musical: The Musical: The Series (Original Soundtrack),Various Artists,2020-01-10,177322,73,0.376,0.0902,0.376,0.43,0.0,0.0912,-6.585,0.0328,77.599,3,1
1729,7 Years,Lukas Graham,Lukas Graham,2016-04-01,237300,80,0.765,0.287,0.765,0.473,0.0,0.391,-5.829,0.0514,119.992,4,1
1730,Hoping You’d Call,Change,Maths Time Joy,2021-10-29,228500,24,0.539,0.00992,0.539,0.289,0.000219,0.0667,-10.664,0.0461,83.919,4,1
1731,Let It Go,Chaos And The Calm,James Bay,2014-12-15,260533,72,0.546,0.818,0.546,0.311,1.65e-05,0.107,-10.396,0.0288,147.464,4,1
1732,Let You Down,Perception,NF,2017-10-06,212120,1,0.659,0.33,0.659,0.716,0.0,0.173,-5.673,0.111,148.015,4,1
1733,Can We Kiss Forever?,Can We Kiss Forever?,Kina,2018-08-31,187931,79,0.522,0.894,0.522,0.128,0.026,0.0941,-18.717,0.0357,109.986,4,1
1734,You Are The Reason,Only Human (Deluxe),Calum Scott,2018-03-09,204326,82,0.329,0.918,0.329,0.235,0.0,0.137,-7.699,0.0303,171.006,3,1
1735,Creep,Creep,ORYL,2021-09-24,132270,51,0.504,0.673,0.504,0.326,0.0217,0.32,-12.361,0.0592,106.233,4,1
1736,The One That Got Away,The One That Got Away,Brielle Von Hugel,2016-11-13,247695,68,0.281,0.926,0.281,0.139,0.0,0.099,-8.97,0.0421,63.473,4,1
1737,Water Fountain,Narrated For You,Alec Benjamin,2018-11-16,218893,82,0.723,0.388,0.723,0.504,7.4e-05,0.087,-5.572,0.0392,133.975,4,1
1738,Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,2020-10-16,149297,79,0.631,0.864,0.631,0.239,0.0,0.116,-7.071,0.0398,79.859,4,1
1739,Waves,A Place We Knew,Dean Lewis,2019-03-22,240013,77,0.518,0.183,0.518,0.729,0.0,0.0643,-7.193,0.0452,156.879,4,1
1740,Run Away,Run Away,Hannah Gold,2021-09-17,221500,42,0.552,0.692,0.552,0.394,4.66e-05,0.104,-13.831,0.0291,90.014,4,1
1741,Turning Page,Turning Page,Sleeping At Last,2012-06-18,255893,74,0.307,0.923,0.307,0.371,0.0253,0.11,-8.498,0.0288,115.241,3,1
1742,To Build A Home,Ma Fleur,The Cinematic Orchestra,2007-05-07,371320,74,0.264,0.885,0.264,0.122,0.349,0.094,-15.399,0.0349,148.658,4,1
1743,Chasing Cars,"Covers, Vol. 2",Sleeping At Last,2016-11-04,242564,64,0.467,0.974,0.467,0.157,1.46e-06,0.0816,-9.649,0.0336,108.13,4,1
1744,Infinity,Feel Something,Jaymes Young,2017-06-23,237720,85,0.671,0.148,0.671,0.673,5.29e-05,0.304,-6.941,0.0444,121.963,4,1
1745,Childhood,Change,Maths Time Joy,2021-10-29,245454,23,0.437,0.874,0.437,0.257,9.84e-06,0.0981,-13.733,0.0825,86.674,4,1
1746,Righteous,Legends Never Die,Juice WRLD,2020-07-10,242180,78,0.706,0.0417,0.706,0.625,0.0,0.129,-7.426,0.0314,142.948,4,1
1747,Heartbreak Anniversary,TAKE TIME,Giveon,2020-03-27,198370,85,0.449,0.524,0.449,0.465,1.02e-06,0.303,-8.964,0.0791,89.087,3,1
1748,Didn't Know Better,Didn't Know Better,Your Crush,2021-10-22,172000,41,0.439,0.225,0.439,0.622,0.0,0.104,-4.469,0.0303,177.91,4,1
1749,Easy On Me,Easy On Me,Adele,2021-10-14,224694,100,0.604,0.578,0.604,0.366,0.0,0.133,-7.519,0.0282,141.981,4,1
1750,Better Off Without You,Better Off Without You,AJA,2021-10-22,203824,43,0.63,0.017,0.63,0.755,0.0,0.0919,-4.493,0.0343,146.994,4,1
1751,Getting Older,Happier Than Ever,Billie Eilish,2021-07-30,244221,77,0.599,0.974,0.599,0.128,0.121,0.115,-17.261,0.109,159.679,4,1
1752,Creep,Creep,ORYL,2021-09-24,132270,51,0.504,0.673,0.504,0.326,0.0217,0.32,-12.361,0.0592,106.233,4,1
1753,Moth To A Flame (with The Weeknd),Moth To A Flame,Swedish House Mafia,2021-10-22,234000,92,0.542,0.00279,0.542,0.659,0.0,0.105,-7.289,0.0389,120.122,4,1
1754,enough for you,SOUR,Olivia Rodrigo,2021-05-21,202826,81,0.638,0.753,0.638,0.259,0.0,0.219,-10.706,0.0898,88.485,4,1
1755,Blue Rain,DOWN DAY,Jayd,2021-11-09,187200,9,0.596,0.259,0.596,0.389,0.000276,0.116,-12.218,0.0457,100.065,4,1
1756,Empty,Restless,Trevor Daniel,2019-03-22,203552,13,0.66,0.0939,0.66,0.649,0.0,0.181,-6.586,0.035,158.023,4,1
1757,Complicated,Complicated,Sir Trilli,2021-10-08,181801,30,0.682,0.0167,0.682,0.696,1.37e-05,0.166,-5.653,0.0604,140.008,4,1
1758,Sensitive,Sensitive,Mayer Malik,2021-07-23,207240,32,0.532,0.477,0.532,0.429,0.0,0.104,-8.944,0.03,159.925,4,1
1759,Dusk Till Dawn - Radio Edit,Dusk Till Dawn (Radio Edit),ZAYN,2017-09-07,239000,80,0.258,0.101,0.258,0.437,1.27e-06,0.106,-6.593,0.039,180.043,4,1
1760,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],CKay,2021-09-09,188368,94,0.579,0.436,0.579,0.596,0.0938,0.0549,-4.823,0.0561,119.9,3,1
1761,London Eyes,London Eyes,Your Crush,2021-06-16,197413,36,0.618,0.604,0.618,0.49,0.000197,0.123,-5.527,0.0246,101.004,4,1
1762,I Fall Apart,Stoney (Deluxe),Post Malone,2016-12-09,223346,80,0.556,0.0689,0.556,0.538,0.0,0.196,-5.408,0.0382,143.95,4,1
1763,Broken Wings,Broken Wings,ARIA,2021-10-22,177142,29,0.415,0.0188,0.415,0.669,0.0,0.253,-7.824,0.0946,110.79,5,1
1764,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2019-11-22,215106,84,0.459,0.604,0.459,0.575,0.0,0.0885,-4.858,0.0573,111.881,4,1
1765,you broke me first,you broke me first,Tate McRae,2020-04-17,169265,86,0.667,0.785,0.667,0.373,0.0,0.0906,-9.389,0.05,124.148,4,1
1766,SOS,SOS,NGO,2021-09-24,170823,40,0.712,0.172,0.712,0.51,2.49e-06,0.111,-10.407,0.0524,85.029,4,1
1767,Wait A Minute,Wait A Minute,Bad Heart,2021-10-10,222391,34,0.679,0.772,0.679,0.409,0.00434,0.103,-6.901,0.0264,115.2,4,1
1768,Future Me (Stripped),Future Me (Stripped),Frank Legeay,2021-10-06,190256,34,0.644,0.823,0.644,0.202,1.12e-06,0.179,-10.244,0.0312,116.962,4,1
1769,"i hate u, i love u (feat. olivia o'brien)",us,Garrett Nash,2016-03-25,251033,79,0.492,0.687,0.492,0.275,0.0,0.101,-13.4,0.3,92.6,4,1
1770,House of Cards,House of Cards,Sophia Alexa,2021-10-13,187475,42,0.621,0.664,0.621,0.468,2.77e-05,0.119,-9.665,0.0347,89.998,4,1
1771,Nashville,Nashville,Casey Derhak,2021-09-15,237520,35,0.738,0.19,0.738,0.519,7.45e-05,0.102,-7.066,0.0531,141.954,4,1
1772,Driving Blind,Driving Blind,DANIEL HALL,2021-09-10,196946,39,0.573,0.307,0.573,0.641,0.000372,0.118,-7.349,0.113,88.924,4,1
1773,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,88,0.351,0.934,0.351,0.296,0.0,0.095,-10.109,0.0333,115.284,4,1
1774,Something Special,Something Special,Hollow,2021-09-23,253928,31,0.585,0.0339,0.585,0.549,0.107,0.0749,-8.524,0.0408,140.08,4,1
1775,Break It,Break It,Casey Derhak,2021-10-28,228381,29,0.638,0.0339,0.638,0.559,2.45e-05,0.118,-6.602,0.0368,74.985,4,1
1776,SLOW DANCING IN THE DARK,BALLADS 1,Joji,2018-10-26,209273,83,0.515,0.544,0.515,0.479,0.00598,0.191,-7.458,0.0261,88.964,4,1
1777,Dead to You,Dead to You,Jillian Steele,2021-09-15,208229,40,0.651,0.0912,0.651,0.736,0.0,0.156,-5.39,0.0711,115.971,4,1
1778,Make You Mine (Acoustic),Make You Mine (Acoustic),Veronica Bravo,2021-10-29,150656,30,0.705,0.652,0.705,0.379,0.0,0.0844,-11.425,0.0591,137.094,4,1
1779,What Day is it?,What Day is it?,STEEN,2021-08-06,180874,35,0.657,0.00174,0.657,0.749,0.547,0.263,-7.103,0.0283,125.991,4,1
1780,Let It Go,Let It Go,Kunis,2021-01-05,227096,22,0.544,0.175,0.544,0.527,0.00425,0.109,-9.538,0.0477,92.885,4,1
1781,cold showers,cold showers,Jada Facer,2021-10-22,181677,34,0.56,0.751,0.56,0.284,0.0,0.314,-10.841,0.0613,100.967,4,1
1782,Scared to Death,Scared to Death,Lito,2021-07-23,215029,18,0.532,0.15,0.532,0.707,0.0,0.436,-10.708,0.135,180.041,4,1
1783,Oh My,Oh My,LifebyLos,2021-11-04,183692,6,0.802,0.505,0.802,0.455,1.67e-06,0.112,-11.262,0.263,130.052,5,1
1784,My Person,My Person,Tayler Buono,2021-02-12,186879,49,0.504,0.599,0.504,0.596,0.0,0.376,-7.753,0.384,143.818,4,1
1785,All Girls Are The Same,Goodbye & Good Riddance,Juice WRLD,2018-12-10,165819,83,0.671,0.0769,0.671,0.529,0.000335,0.0856,-7.226,0.307,161.989,4,1
1786,ADDICTED,ADDICTED,Jassey,2021-10-12,103206,36,0.712,0.0127,0.712,0.775,0.0,0.225,-6.398,0.0433,149.978,4,1
1787,Run Away,Run Away,Hannah Gold,2021-09-17,221500,42,0.552,0.692,0.552,0.394,4.66e-05,0.104,-13.831,0.0291,90.014,4,1
1788,Fuck Love (feat. Trippie Redd),17,XXXTENTACION,2017-08-25,146520,83,0.797,0.0172,0.797,0.533,0.000152,0.103,-9.74,0.0412,131.036,4,1
1789,U The Sh*t,Trophy,Jay Burna,2021-10-29,233684,49,0.65,0.223,0.65,0.669,0.0,0.0709,-6.798,0.0853,75.998,4,1
1790,I Get High,I Get High,Hollie Hammel,2021-10-22,196745,21,0.632,0.844,0.632,0.264,0.0,0.108,-6.898,0.0288,131.819,4,1
1791,Funeral for My Morals,Funeral for My Morals,Sierra Miles,2021-06-30,239374,48,0.488,0.0343,0.488,0.688,0.0,0.0973,-6.651,0.044,183.218,4,1
1792,Tomorrow,Tomorrow,Josh Rubin,2021-08-27,183600,34,0.609,0.0745,0.609,0.699,1.01e-06,0.101,-6.113,0.0739,169.882,4,1
1793,Brooklyn,Brooklyn,Sam Costigan,2021-10-01,207129,38,0.46,0.788,0.46,0.242,0.0,0.116,-10.709,0.0341,122.822,4,1
1794,Everybody Dies In Their Nightmares,17,XXXTENTACION,2017-08-25,95466,85,0.734,0.847,0.734,0.57,2.14e-05,0.112,-7.066,0.133,129.953,4,1
1795,Life Goes On!!,Life Goes On!!,Sophie Powers,2021-08-20,124426,47,0.595,0.000152,0.595,0.883,0.0116,0.115,-3.569,0.114,74.988,4,1
1796,Fucked Up,Fucked Up,Ethan Marc,2021-10-22,208587,16,0.651,0.288,0.651,0.357,0.000473,0.109,-11.385,0.0281,80.003,4,1
1797,High + Highway,High + Highway,Nolan Star,2021-08-31,194285,33,0.533,0.00775,0.533,0.634,0.002,0.111,-11.853,0.137,168.031,4,1
1798,Cry For The Both Of Us,Cry For The Both Of Us,Geena Fontanella,2021-10-08,145053,38,0.813,0.165,0.813,0.744,5.89e-06,0.102,-6.388,0.0732,92.006,4,1
1799,when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,196077,82,0.367,0.978,0.367,0.111,3.97e-05,0.0897,-14.084,0.0972,82.642,4,1
1800,Jericho,Jericho,Ben Hunter,2021-10-29,203379,18,0.678,0.486,0.678,0.632,0.0,0.192,-6.19,0.0369,139.933,4,1
1801,Sea in Your Eyes,Sea in Your Eyes,michele.,2021-08-27,171158,17,0.322,0.238,0.322,0.514,0.0181,0.0983,-8.358,0.0437,119.031,4,1
1802,Last Goodbye,Last Goodbye,Ash Rose,2021-11-05,235712,13,0.559,0.725,0.559,0.218,0.0,0.0983,-11.326,0.032,118.445,3,1
1803,Loving Woman,Loving Woman,Mayer Malik,2021-09-03,220645,33,0.812,0.0889,0.812,0.709,0.0,0.112,-5.594,0.0331,123.983,4,1
1804,A Little More,A Little More,dezabel,2021-10-29,185838,28,0.527,0.383,0.527,0.605,0.00025,0.172,-7.867,0.0592,171.885,4,1
1805,Vincent (Starry Starry Night),Vincent (Starry Starry Night),Natalie Nicole Gilbert,2020-08-03,333445,12,0.309,0.955,0.309,0.184,0.0,0.0828,-11.991,0.0395,75.428,4,1
1806,colorblind (acoustic),colorblind (acoustic),Mokita,2021-10-29,264593,47,0.568,0.73,0.568,0.38,7.44e-06,0.355,-11.31,0.0359,139.934,4,1
1807,all the kids are depressed,glisten,Jeremy Zucker,2018-05-04,169973,79,0.773,0.836,0.773,0.437,2.42e-05,0.544,-8.281,0.0963,103.861,4,1
1808,Promise Anything,Promise Anything,PJ North,2021-09-17,193026,36,0.518,0.0946,0.518,0.78,0.0,0.108,-3.157,0.0423,163.938,4,1
1809,Viking,Personas,BLIND AND OBLIVIOUS,2021-10-28,217650,26,0.282,0.913,0.282,0.333,0.000148,0.105,-9.058,0.0318,124.891,4,1
1810,Tie Dye,Tie Dye,evrYwhr,2021-08-27,158744,44,0.782,0.461,0.782,0.587,0.0035,0.122,-7.046,0.132,91.679,4,1
1811,Fake Healing,Fake Healing,Erin Kelly,2021-10-22,211730,37,0.624,0.215,0.624,0.385,0.0,0.147,-8.16,0.0338,104.018,4,1
1812,bad vibes forever,bad vibes forever,XXXTENTACION,2019-11-22,150475,58,0.8,0.334,0.8,0.526,0.00174,0.0571,-5.153,0.0716,129.874,4,1
1813,Long As You Let Me,Long As You Let Me,Brooke August,2021-10-01,192352,19,0.314,0.821,0.314,0.203,0.0,0.125,-12.457,0.0444,53.678,3,1
1814,Clown,Clown,Lou Ella,2021-09-01,200606,34,0.674,0.751,0.674,0.39,0.0,0.183,-7.889,0.0404,124.11,4,1
1815,Acapulco,Acapulco,The Sometimes Island,2021-08-26,161142,51,0.743,0.217,0.743,0.488,0.00507,0.122,-6.764,0.0392,87.488,4,1
1816,Promise Me.,Promise Me.,Mike Watts,2021-10-18,255973,27,0.302,0.937,0.302,0.208,1.21e-05,0.135,-9.44,0.0284,170.268,4,1
1817,Suicidal (Remix) [feat. Juice WRLD],Suicidal (Remix) [feat. Juice WRLD],YNW Melly,2020-03-13,225857,76,0.655,0.474,0.655,0.441,0.0,0.099,-5.245,0.0629,139.957,4,1
1818,Talk of The Town,"Take It From Me, I Know",Allegra Jordyn,2021-10-29,212440,9,0.487,0.413,0.487,0.376,3.16e-05,0.164,-8.701,0.0339,144.942,3,1
1819,The Other Guys,Cash Rules,White Dave,2021-10-15,189296,29,0.935,0.203,0.935,0.64,0.0,0.0864,-10.868,0.344,97.036,4,1
1820,Curator 2.0,Curator 2.0,BUGZEE LIX,2021-09-27,186666,20,0.764,0.0485,0.764,0.665,0.0,0.113,-7.114,0.339,72.5,4,1
1821,Walking in the Air,Warm Winter,Natalie Nicole Gilbert,2020-12-11,212934,0,0.324,0.966,0.324,0.284,0.00105,0.0723,-9.248,0.0286,91.905,4,1
1822,Legends,Legends,Juice WRLD,2018-06-22,191840,78,0.594,0.115,0.594,0.798,0.0,0.143,-5.244,0.0844,142.049,4,1
1823,Letter,Letter,Steph Devine,2021-09-17,225391,34,0.566,0.718,0.566,0.222,0.0,0.0937,-13.618,0.0312,115.016,4,1
1824,Learning To Live Without You,Learning To Live Without You,Hajaj,2021-10-15,193784,55,0.559,0.747,0.559,0.237,2.05e-06,0.125,-15.007,0.0537,67.442,4,1
1825,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,86,0.872,0.469,0.872,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4,1
1826,You,You,3irty,2021-08-30,163058,31,0.63,0.0244,0.63,0.702,0.0,0.117,-5.848,0.107,169.863,4,1
1827,Feel Again (Feat. Au/Ra),Things I Wanted To Tell You,Kina,2020-04-24,139354,56,0.487,0.24,0.487,0.384,0.0,0.124,-10.594,0.0587,78.138,4,1
1828,Someone You Loved,Breach,Lewis Capaldi,2018-11-08,182160,76,0.501,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,109.891,4,1
1829,My Heart It Beats for You,My Heart It Beats for You,grentperez,2021-10-08,201233,56,0.686,0.0551,0.686,0.642,3.51e-05,0.0932,-8.231,0.0372,117.987,4,1
1830,Moments,Us,Beso Palma,2021-10-22,165486,24,0.474,0.731,0.474,0.477,0.0969,0.13,-11.127,0.108,76.243,4,1
1831,Do We Tremble at Night?,Do We Tremble at Night?,Antisolar,2021-10-15,217400,11,0.615,0.0635,0.615,0.542,0.048,0.133,-9.369,0.0295,130.036,4,1
1832,I Remember,I Remember,Alex Spinney,2021-10-22,208968,21,0.438,0.627,0.438,0.394,3.21e-05,0.113,-12.543,0.0821,75.769,4,1
1833,HOW TO LIVE WITHOUT YOU,HOW TO LIVE WITHOUT YOU,YOUR BEST FRIEND'S FAVORITE BAND,2021-10-22,234013,30,0.47,0.458,0.47,0.499,0.0,0.0878,-6.577,0.0372,139.784,4,1
1834,Trippin Over You,"HELLRAISERS, Part 2",Cheat Codes,2021-10-15,197108,35,0.596,0.0545,0.596,0.436,0.0,0.288,-8.671,0.0249,107.974,4,1
1835,Life's A Mess (feat. Halsey),Life's A Mess (feat. Halsey),Juice WRLD,2020-07-06,202205,0,0.636,0.335,0.636,0.448,0.0,0.17,-8.969,0.0359,143.124,4,1
